sample_id,population,region,order,sample_index,K,cluster,ancestry
ST10L20,CP2,Central,1,1,K=2,Cluster1,0.99999
ST10L20,CP2,Central,1,1,K=2,Cluster2,1e-5
ST10L27,CP2,Central,2,2,K=2,Cluster1,0.99999
ST10L27,CP2,Central,2,2,K=2,Cluster2,1e-5
ST11L6,CP2,Central,3,3,K=2,Cluster1,0.99999
ST11L6,CP2,Central,3,3,K=2,Cluster2,1e-5
ST12L23,CP2,Central,4,4,K=2,Cluster1,0.99999
ST12L23,CP2,Central,4,4,K=2,Cluster2,1e-5
ST1L3,CP2,Central,6,6,K=2,Cluster1,0.99999
ST1L3,CP2,Central,6,6,K=2,Cluster2,1e-5
ST1L43,CP2,Central,7,7,K=2,Cluster1,0.99999
ST1L43,CP2,Central,7,7,K=2,Cluster2,1e-5
ST1L47,CP2,Central,8,8,K=2,Cluster1,0.99999
ST1L47,CP2,Central,8,8,K=2,Cluster2,1e-5
ST8L28,CP2,Central,9,9,K=2,Cluster1,0.99999
ST8L28,CP2,Central,9,9,K=2,Cluster2,1e-5
ST9L35,CP2,Central,10,10,K=2,Cluster1,0.99999
ST9L35,CP2,Central,10,10,K=2,Cluster2,1e-5
ST9L49,CP2,Central,11,11,K=2,Cluster1,0.99999
ST9L49,CP2,Central,11,11,K=2,Cluster2,1e-5
ST11L22,WL,Central,1,12,K=2,Cluster1,0.99999
ST11L22,WL,Central,1,12,K=2,Cluster2,1e-5
ST12L12,WL,Central,2,13,K=2,Cluster1,0.99999
ST12L12,WL,Central,2,13,K=2,Cluster2,1e-5
ST13L45,WL,Central,3,14,K=2,Cluster1,0.99999
ST13L45,WL,Central,3,14,K=2,Cluster2,1e-5
ST14L48,WL,Central,4,15,K=2,Cluster1,0.994917
ST14L48,WL,Central,4,15,K=2,Cluster2,0.005083
ST16L33,WL,Central,5,16,K=2,Cluster1,0.99999
ST16L33,WL,Central,5,16,K=2,Cluster2,1e-5
ST17L5,WL,Central,6,17,K=2,Cluster1,0.99999
ST17L5,WL,Central,6,17,K=2,Cluster2,1e-5
ST4L31,WL,Central,7,18,K=2,Cluster1,0.99999
ST4L31,WL,Central,7,18,K=2,Cluster2,1e-5
ST5L35,WL,Central,8,19,K=2,Cluster1,0.99999
ST5L35,WL,Central,8,19,K=2,Cluster2,1e-5
ST7L5,WL,Central,9,20,K=2,Cluster1,0.99999
ST7L5,WL,Central,9,20,K=2,Cluster2,1e-5
ST8L27,WL,Central,10,21,K=2,Cluster1,0.99999
ST8L27,WL,Central,10,21,K=2,Cluster2,1e-5
ST10L7,WL,Central,11,22,K=2,Cluster1,0.99999
ST10L7,WL,Central,11,22,K=2,Cluster2,1e-5
ST11L23,WL,Central,12,23,K=2,Cluster1,0.99999
ST11L23,WL,Central,12,23,K=2,Cluster2,1e-5
ST12L46,WL,Central,13,24,K=2,Cluster1,0.99999
ST12L46,WL,Central,13,24,K=2,Cluster2,1e-5
ST14L13,WL,Central,14,25,K=2,Cluster1,0.99999
ST14L13,WL,Central,14,25,K=2,Cluster2,1e-5
ST15L17,WL,Central,15,26,K=2,Cluster1,0.99999
ST15L17,WL,Central,15,26,K=2,Cluster2,1e-5
ST15L33,WL,Central,16,27,K=2,Cluster1,0.99999
ST15L33,WL,Central,16,27,K=2,Cluster2,1e-5
ST4L45,WL,Central,17,28,K=2,Cluster1,0.99999
ST4L45,WL,Central,17,28,K=2,Cluster2,1e-5
ST4L6,WL,Central,18,29,K=2,Cluster1,0.99999
ST4L6,WL,Central,18,29,K=2,Cluster2,1e-5
ST6L3,WL,Central,19,30,K=2,Cluster1,0.99999
ST6L3,WL,Central,19,30,K=2,Cluster2,1e-5
ST7L15,WL,Central,20,31,K=2,Cluster1,0.99999
ST7L15,WL,Central,20,31,K=2,Cluster2,1e-5
ST9L14,WL,Central,21,32,K=2,Cluster1,0.99999
ST9L14,WL,Central,21,32,K=2,Cluster2,1e-5
ST10L36,WL,Central,22,33,K=2,Cluster1,0.99999
ST10L36,WL,Central,22,33,K=2,Cluster2,1e-5
ST12L42,WL,Central,23,34,K=2,Cluster1,0.99999
ST12L42,WL,Central,23,34,K=2,Cluster2,1e-5
ST1L41,WL,Central,24,35,K=2,Cluster1,0.99999
ST1L41,WL,Central,24,35,K=2,Cluster2,1e-5
ST2L24,WL,Central,25,36,K=2,Cluster1,0.99999
ST2L24,WL,Central,25,36,K=2,Cluster2,1e-5
ST4L5,WL,Central,26,37,K=2,Cluster1,0.99999
ST4L5,WL,Central,26,37,K=2,Cluster2,1e-5
ST6L17,WL,Central,27,38,K=2,Cluster1,0.99999
ST6L17,WL,Central,27,38,K=2,Cluster2,1e-5
ST6L47,WL,Central,28,39,K=2,Cluster1,0.99999
ST6L47,WL,Central,28,39,K=2,Cluster2,1e-5
ST9L18,WL,Central,29,40,K=2,Cluster1,0.944604
ST9L18,WL,Central,29,40,K=2,Cluster2,0.055396
ST9L5,WL,Central,30,41,K=2,Cluster1,0.99999
ST9L5,WL,Central,30,41,K=2,Cluster2,1e-5
ST13L41,DPR,Northern,1,42,K=2,Cluster1,0.77051
ST13L41,DPR,Northern,1,42,K=2,Cluster2,0.22949
ST15L21,DPR,Northern,2,43,K=2,Cluster1,0.762731
ST15L21,DPR,Northern,2,43,K=2,Cluster2,0.237269
ST1L11,DPR,Northern,3,44,K=2,Cluster1,0.76239
ST1L11,DPR,Northern,3,44,K=2,Cluster2,0.23761
ST1L8,DPR,Northern,4,45,K=2,Cluster1,0.758598
ST1L8,DPR,Northern,4,45,K=2,Cluster2,0.241402
ST2L39,DPR,Northern,5,46,K=2,Cluster1,0.762875
ST2L39,DPR,Northern,5,46,K=2,Cluster2,0.237125
ST4L23,DPR,Northern,6,47,K=2,Cluster1,0.761029
ST4L23,DPR,Northern,6,47,K=2,Cluster2,0.238971
ST4L27,DPR,Northern,7,48,K=2,Cluster1,0.763899
ST4L27,DPR,Northern,7,48,K=2,Cluster2,0.236101
ST5L46,DPR,Northern,8,49,K=2,Cluster1,0.757429
ST5L46,DPR,Northern,8,49,K=2,Cluster2,0.242571
ST8L17,DPR,Northern,9,50,K=2,Cluster1,0.768061
ST8L17,DPR,Northern,9,50,K=2,Cluster2,0.231939
ST8L29,DPR,Northern,10,51,K=2,Cluster1,0.762367
ST8L29,DPR,Northern,10,51,K=2,Cluster2,0.237633
ST9L36,DPR,Northern,11,52,K=2,Cluster1,0.761684
ST9L36,DPR,Northern,11,52,K=2,Cluster2,0.238316
ST14L33,IH,Northern,1,53,K=2,Cluster1,0.853697
ST14L33,IH,Northern,1,53,K=2,Cluster2,0.146303
ST16L9,IH,Northern,2,54,K=2,Cluster1,0.862891
ST16L9,IH,Northern,2,54,K=2,Cluster2,0.137109
ST1L29,IH,Northern,3,55,K=2,Cluster1,0.857261
ST1L29,IH,Northern,3,55,K=2,Cluster2,0.142739
ST1L30,IH,Northern,4,56,K=2,Cluster1,0.842023
ST1L30,IH,Northern,4,56,K=2,Cluster2,0.157977
ST2L28,IH,Northern,5,57,K=2,Cluster1,0.852102
ST2L28,IH,Northern,5,57,K=2,Cluster2,0.147898
ST3L7,IH,Northern,6,58,K=2,Cluster1,0.846632
ST3L7,IH,Northern,6,58,K=2,Cluster2,0.153368
ST4L44,IH,Northern,7,59,K=2,Cluster1,0.861565
ST4L44,IH,Northern,7,59,K=2,Cluster2,0.138435
ST5L6,IH,Northern,8,60,K=2,Cluster1,0.862689
ST5L6,IH,Northern,8,60,K=2,Cluster2,0.137311
ST7L9,IH,Northern,9,61,K=2,Cluster1,0.863028
ST7L9,IH,Northern,9,61,K=2,Cluster2,0.136972
ST8L20,IH,Northern,10,62,K=2,Cluster1,0.865257
ST8L20,IH,Northern,10,62,K=2,Cluster2,0.134743
ST8L31,IH,Northern,11,63,K=2,Cluster1,0.868157
ST8L31,IH,Northern,11,63,K=2,Cluster2,0.131843
ST12L24,LV,Northern,1,64,K=2,Cluster1,1e-5
ST12L24,LV,Northern,1,64,K=2,Cluster2,0.99999
ST13L12,LV,Northern,2,65,K=2,Cluster1,1e-5
ST13L12,LV,Northern,2,65,K=2,Cluster2,0.99999
ST15L25,LV,Northern,3,66,K=2,Cluster1,1e-5
ST15L25,LV,Northern,3,66,K=2,Cluster2,0.99999
ST16L46,LV,Northern,4,67,K=2,Cluster1,1e-5
ST16L46,LV,Northern,4,67,K=2,Cluster2,0.99999
ST2L35,LV,Northern,5,68,K=2,Cluster1,1e-5
ST2L35,LV,Northern,5,68,K=2,Cluster2,0.99999
ST4L36,LV,Northern,6,69,K=2,Cluster1,1e-5
ST4L36,LV,Northern,6,69,K=2,Cluster2,0.99999
ST5L19,LV,Northern,7,70,K=2,Cluster1,1e-5
ST5L19,LV,Northern,7,70,K=2,Cluster2,0.99999
ST5L44,LV,Northern,8,71,K=2,Cluster1,1e-5
ST5L44,LV,Northern,8,71,K=2,Cluster2,0.99999
ST6L2,LV,Northern,9,72,K=2,Cluster1,1e-5
ST6L2,LV,Northern,9,72,K=2,Cluster2,0.99999
ST9L24,LV,Northern,10,73,K=2,Cluster1,1e-5
ST9L24,LV,Northern,10,73,K=2,Cluster2,0.99999
ST1L27,LV,Northern,11,74,K=2,Cluster1,1e-5
ST1L27,LV,Northern,11,74,K=2,Cluster2,0.99999
ST3L3,LV,Northern,12,75,K=2,Cluster1,1e-5
ST3L3,LV,Northern,12,75,K=2,Cluster2,0.99999
ST4L25,LV,Northern,13,76,K=2,Cluster1,1e-5
ST4L25,LV,Northern,13,76,K=2,Cluster2,0.99999
ST6L12,LV,Northern,14,77,K=2,Cluster1,1e-5
ST6L12,LV,Northern,14,77,K=2,Cluster2,0.99999
ST6L16,LV,Northern,15,78,K=2,Cluster1,1e-5
ST6L16,LV,Northern,15,78,K=2,Cluster2,0.99999
ST6L44,LV,Northern,16,79,K=2,Cluster1,1e-5
ST6L44,LV,Northern,16,79,K=2,Cluster2,0.99999
ST8L4,LV,Northern,17,80,K=2,Cluster1,1e-5
ST8L4,LV,Northern,17,80,K=2,Cluster2,0.99999
ST8L44,LV,Northern,18,81,K=2,Cluster1,1e-5
ST8L44,LV,Northern,18,81,K=2,Cluster2,0.99999
ST9L44,LV,Northern,19,82,K=2,Cluster1,1e-5
ST9L44,LV,Northern,19,82,K=2,Cluster2,0.99999
ST12L36,LV,Northern,20,83,K=2,Cluster1,1e-5
ST12L36,LV,Northern,20,83,K=2,Cluster2,0.99999
ST12L5,LV,Northern,21,84,K=2,Cluster1,1e-5
ST12L5,LV,Northern,21,84,K=2,Cluster2,0.99999
ST13L9,LV,Northern,22,85,K=2,Cluster1,1e-5
ST13L9,LV,Northern,22,85,K=2,Cluster2,0.99999
ST15L40,LV,Northern,23,86,K=2,Cluster1,1e-5
ST15L40,LV,Northern,23,86,K=2,Cluster2,0.99999
ST1L2,LV,Northern,24,87,K=2,Cluster1,1e-5
ST1L2,LV,Northern,24,87,K=2,Cluster2,0.99999
ST1L32,LV,Northern,25,88,K=2,Cluster1,1e-5
ST1L32,LV,Northern,25,88,K=2,Cluster2,0.99999
ST2L18,LV,Northern,26,89,K=2,Cluster1,1e-5
ST2L18,LV,Northern,26,89,K=2,Cluster2,0.99999
ST3L8,LV,Northern,27,90,K=2,Cluster1,1e-5
ST3L8,LV,Northern,27,90,K=2,Cluster2,0.99999
ST4L9,LV,Northern,28,91,K=2,Cluster1,1e-5
ST4L9,LV,Northern,28,91,K=2,Cluster2,0.99999
ST13L43,LV,Northern,29,92,K=2,Cluster1,1e-5
ST13L43,LV,Northern,29,92,K=2,Cluster2,0.99999
ST10L22,LV,Northern,30,93,K=2,Cluster1,1e-5
ST10L22,LV,Northern,30,93,K=2,Cluster2,0.99999
ST11L35,LV,Northern,31,94,K=2,Cluster1,1e-5
ST11L35,LV,Northern,31,94,K=2,Cluster2,0.99999
ST12L25,LV,Northern,32,95,K=2,Cluster1,1e-5
ST12L25,LV,Northern,32,95,K=2,Cluster2,0.99999
ST13L38,LV,Northern,33,96,K=2,Cluster1,1e-5
ST13L38,LV,Northern,33,96,K=2,Cluster2,0.99999
ST14L16,LV,Northern,34,97,K=2,Cluster1,1e-5
ST14L16,LV,Northern,34,97,K=2,Cluster2,0.99999
ST3L29,LV,Northern,35,98,K=2,Cluster1,1e-5
ST3L29,LV,Northern,35,98,K=2,Cluster2,0.99999
ST4L4,LV,Northern,36,99,K=2,Cluster1,1e-5
ST4L4,LV,Northern,36,99,K=2,Cluster2,0.99999
ST4L48,LV,Northern,37,100,K=2,Cluster1,1e-5
ST4L48,LV,Northern,37,100,K=2,Cluster2,0.99999
ST9L39,LV,Northern,38,101,K=2,Cluster1,1e-5
ST9L39,LV,Northern,38,101,K=2,Cluster2,0.99999
ST15L50,SHA,Northern,1,102,K=2,Cluster1,0.354548
ST15L50,SHA,Northern,1,102,K=2,Cluster2,0.645452
ST16L50,SHA,Northern,2,103,K=2,Cluster1,0.352994
ST16L50,SHA,Northern,2,103,K=2,Cluster2,0.647006
ST17L14,SHA,Northern,3,104,K=2,Cluster1,0.355922
ST17L14,SHA,Northern,3,104,K=2,Cluster2,0.644078
ST17L20,SHA,Northern,4,105,K=2,Cluster1,0.364078
ST17L20,SHA,Northern,4,105,K=2,Cluster2,0.635922
ST1L50,SHA,Northern,5,106,K=2,Cluster1,0.358483
ST1L50,SHA,Northern,5,106,K=2,Cluster2,0.641517
ST3L2D5,SHA,Northern,6,107,K=2,Cluster1,0.363727
ST3L2D5,SHA,Northern,6,107,K=2,Cluster2,0.636273
ST9L50,SHA,Northern,7,108,K=2,Cluster1,0.35818
ST9L50,SHA,Northern,7,108,K=2,Cluster2,0.64182
ST10L13,TM2,Northern,1,109,K=2,Cluster1,0.612433
ST10L13,TM2,Northern,1,109,K=2,Cluster2,0.387567
ST11L37,TM2,Northern,2,110,K=2,Cluster1,0.61295
ST11L37,TM2,Northern,2,110,K=2,Cluster2,0.38705
ST13L4,TM2,Northern,3,111,K=2,Cluster1,0.606276
ST13L4,TM2,Northern,3,111,K=2,Cluster2,0.393724
ST14L10,TM2,Northern,4,112,K=2,Cluster1,0.601901
ST14L10,TM2,Northern,4,112,K=2,Cluster2,0.398099
ST14L40,TM2,Northern,5,113,K=2,Cluster1,0.609077
ST14L40,TM2,Northern,5,113,K=2,Cluster2,0.390923
ST15L31,TM2,Northern,6,114,K=2,Cluster1,0.599286
ST15L31,TM2,Northern,6,114,K=2,Cluster2,0.400714
ST5L42,TM2,Northern,7,115,K=2,Cluster1,0.597206
ST5L42,TM2,Northern,7,115,K=2,Cluster2,0.402794
ST6L39,TM2,Northern,8,116,K=2,Cluster1,0.603394
ST6L39,TM2,Northern,8,116,K=2,Cluster2,0.396606
ST7L14,TM2,Northern,9,117,K=2,Cluster1,0.594963
ST7L14,TM2,Northern,9,117,K=2,Cluster2,0.405037
ST9L6,TM2,Northern,10,118,K=2,Cluster1,0.605646
ST9L6,TM2,Northern,10,118,K=2,Cluster2,0.394354
ST10L10,WV,Northern,1,119,K=2,Cluster1,0.324502
ST10L10,WV,Northern,1,119,K=2,Cluster2,0.675498
ST12L30,WV,Northern,2,120,K=2,Cluster1,0.32609
ST12L30,WV,Northern,2,120,K=2,Cluster2,0.67391
ST14L35,WV,Northern,3,121,K=2,Cluster1,0.326908
ST14L35,WV,Northern,3,121,K=2,Cluster2,0.673092
ST15L36,WV,Northern,4,122,K=2,Cluster1,0.321196
ST15L36,WV,Northern,4,122,K=2,Cluster2,0.678804
ST15L49,WV,Northern,5,123,K=2,Cluster1,0.325706
ST15L49,WV,Northern,5,123,K=2,Cluster2,0.674294
ST16L48,WV,Northern,6,124,K=2,Cluster1,0.314225
ST16L48,WV,Northern,6,124,K=2,Cluster2,0.685775
ST17L9,WV,Northern,7,125,K=2,Cluster1,0.316299
ST17L9,WV,Northern,7,125,K=2,Cluster2,0.683701
ST3L47,WV,Northern,8,126,K=2,Cluster1,0.321821
ST3L47,WV,Northern,8,126,K=2,Cluster2,0.678179
ST4L30,WV,Northern,9,127,K=2,Cluster1,0.309839
ST4L30,WV,Northern,9,127,K=2,Cluster2,0.690161
ST8L36,WV,Northern,10,128,K=2,Cluster1,0.305467
ST8L36,WV,Northern,10,128,K=2,Cluster2,0.694533
ST9L2,WV,Northern,11,129,K=2,Cluster1,0.31549
ST9L2,WV,Northern,11,129,K=2,Cluster2,0.68451
ST10L12,BH,Southern,1,130,K=2,Cluster1,0.956046
ST10L12,BH,Southern,1,130,K=2,Cluster2,0.043954
ST10L30,BH,Southern,2,131,K=2,Cluster1,0.965134
ST10L30,BH,Southern,2,131,K=2,Cluster2,0.034866
ST11L49,BH,Southern,3,132,K=2,Cluster1,0.955686
ST11L49,BH,Southern,3,132,K=2,Cluster2,0.044314
ST14L11,BH,Southern,4,133,K=2,Cluster1,0.964325
ST14L11,BH,Southern,4,133,K=2,Cluster2,0.035675
ST2L21,BH,Southern,5,134,K=2,Cluster1,0.955503
ST2L21,BH,Southern,5,134,K=2,Cluster2,0.044497
ST2L22,BH,Southern,6,135,K=2,Cluster1,0.957616
ST2L22,BH,Southern,6,135,K=2,Cluster2,0.042384
ST6L27,BH,Southern,7,136,K=2,Cluster1,0.967013
ST6L27,BH,Southern,7,136,K=2,Cluster2,0.032987
ST8L3,BH,Southern,8,137,K=2,Cluster1,0.962671
ST8L3,BH,Southern,8,137,K=2,Cluster2,0.037329
ST9L12,BH,Southern,9,138,K=2,Cluster1,0.951515
ST9L12,BH,Southern,9,138,K=2,Cluster2,0.048485
ST10L14,KC2,Southern,1,139,K=2,Cluster1,0.95385
ST10L14,KC2,Southern,1,139,K=2,Cluster2,0.04615
ST10L28,KC2,Southern,2,140,K=2,Cluster1,0.960698
ST10L28,KC2,Southern,2,140,K=2,Cluster2,0.039302
ST11L30X1,KC2,Southern,3,141,K=2,Cluster1,0.969006
ST11L30X1,KC2,Southern,3,141,K=2,Cluster2,0.030994
ST11L30X2,KC2,Southern,4,142,K=2,Cluster1,0.96601
ST11L30X2,KC2,Southern,4,142,K=2,Cluster2,0.03399
ST1L25,KC2,Southern,5,143,K=2,Cluster1,0.945138
ST1L25,KC2,Southern,5,143,K=2,Cluster2,0.054862
ST4L39,KC2,Southern,6,144,K=2,Cluster1,0.963841
ST4L39,KC2,Southern,6,144,K=2,Cluster2,0.036159
ST6L4,KC2,Southern,7,145,K=2,Cluster1,0.970903
ST6L4,KC2,Southern,7,145,K=2,Cluster2,0.029097
ST7L40,KC2,Southern,8,146,K=2,Cluster1,0.936965
ST7L40,KC2,Southern,8,146,K=2,Cluster2,0.063035
ST11L40,SQ,Southern,1,147,K=2,Cluster1,0.99999
ST11L40,SQ,Southern,1,147,K=2,Cluster2,1e-5
ST12L11,SQ,Southern,2,148,K=2,Cluster1,0.99999
ST12L11,SQ,Southern,2,148,K=2,Cluster2,1e-5
ST12L33,SQ,Southern,3,149,K=2,Cluster1,0.99999
ST12L33,SQ,Southern,3,149,K=2,Cluster2,1e-5
ST14L36,SQ,Southern,5,151,K=2,Cluster1,0.99999
ST14L36,SQ,Southern,5,151,K=2,Cluster2,1e-5
ST16L43,SQ,Southern,6,152,K=2,Cluster1,0.99999
ST16L43,SQ,Southern,6,152,K=2,Cluster2,1e-5
ST17L6,SQ,Southern,7,153,K=2,Cluster1,0.99999
ST17L6,SQ,Southern,7,153,K=2,Cluster2,1e-5
ST3L10,SQ,Southern,8,154,K=2,Cluster1,0.99999
ST3L10,SQ,Southern,8,154,K=2,Cluster2,1e-5
ST7L37,SQ,Southern,9,155,K=2,Cluster1,0.996973
ST7L37,SQ,Southern,9,155,K=2,Cluster2,0.003027
ST9L28,SQ,Southern,10,156,K=2,Cluster1,0.998255
ST9L28,SQ,Southern,10,156,K=2,Cluster2,0.001745
ST10L26,SQ,Southern,11,157,K=2,Cluster1,0.99999
ST10L26,SQ,Southern,11,157,K=2,Cluster2,1e-5
ST12L6,SQ,Southern,12,158,K=2,Cluster1,0.99999
ST12L6,SQ,Southern,12,158,K=2,Cluster2,1e-5
ST13L11,SQ,Southern,13,159,K=2,Cluster1,0.99999
ST13L11,SQ,Southern,13,159,K=2,Cluster2,1e-5
ST2L47,SQ,Southern,14,160,K=2,Cluster1,0.989659
ST2L47,SQ,Southern,14,160,K=2,Cluster2,0.010341
ST5L22,SQ,Southern,15,161,K=2,Cluster1,0.99999
ST5L22,SQ,Southern,15,161,K=2,Cluster2,1e-5
ST6L20,SQ,Southern,16,162,K=2,Cluster1,0.99999
ST6L20,SQ,Southern,16,162,K=2,Cluster2,1e-5
ST6L41,SQ,Southern,17,163,K=2,Cluster1,0.99999
ST6L41,SQ,Southern,17,163,K=2,Cluster2,1e-5
ST7L25,SQ,Southern,18,164,K=2,Cluster1,0.99999
ST7L25,SQ,Southern,18,164,K=2,Cluster2,1e-5
ST9L4,SQ,Southern,19,165,K=2,Cluster1,0.99999
ST9L4,SQ,Southern,19,165,K=2,Cluster2,1e-5
ST9L47,SQ,Southern,20,166,K=2,Cluster1,0.99999
ST9L47,SQ,Southern,20,166,K=2,Cluster2,1e-5
ST10L1,YO,Southern,1,167,K=2,Cluster1,0.99999
ST10L1,YO,Southern,1,167,K=2,Cluster2,1e-5
ST10L15,YO,Southern,2,168,K=2,Cluster1,0.997569
ST10L15,YO,Southern,2,168,K=2,Cluster2,0.002431
ST10L9,YO,Southern,3,169,K=2,Cluster1,0.99999
ST10L9,YO,Southern,3,169,K=2,Cluster2,1e-5
ST13L40,YO,Southern,4,170,K=2,Cluster1,0.99999
ST13L40,YO,Southern,4,170,K=2,Cluster2,1e-5
ST16L10,YO,Southern,5,171,K=2,Cluster1,0.99999
ST16L10,YO,Southern,5,171,K=2,Cluster2,1e-5
ST3L45,YO,Southern,7,173,K=2,Cluster1,0.995468
ST3L45,YO,Southern,7,173,K=2,Cluster2,0.004532
ST4L24,YO,Southern,8,174,K=2,Cluster1,0.983383
ST4L24,YO,Southern,8,174,K=2,Cluster2,0.016617
ST5L11,YO,Southern,9,175,K=2,Cluster1,0.99999
ST5L11,YO,Southern,9,175,K=2,Cluster2,1e-5
ST7L23,YO,Southern,10,176,K=2,Cluster1,0.99005
ST7L23,YO,Southern,10,176,K=2,Cluster2,0.00995
ST11L34,YO,Southern,11,177,K=2,Cluster1,0.99999
ST11L34,YO,Southern,11,177,K=2,Cluster2,1e-5
ST14L28,YO,Southern,12,178,K=2,Cluster1,0.998227
ST14L28,YO,Southern,12,178,K=2,Cluster2,0.001773
ST14L45,YO,Southern,13,179,K=2,Cluster1,0.99999
ST14L45,YO,Southern,13,179,K=2,Cluster2,1e-5
ST17L4,YO,Southern,14,180,K=2,Cluster1,0.99999
ST17L4,YO,Southern,14,180,K=2,Cluster2,1e-5
ST1L42,YO,Southern,15,181,K=2,Cluster1,0.99999
ST1L42,YO,Southern,15,181,K=2,Cluster2,1e-5
ST5L34,YO,Southern,16,182,K=2,Cluster1,0.99999
ST5L34,YO,Southern,16,182,K=2,Cluster2,1e-5
ST8L32,YO,Southern,17,183,K=2,Cluster1,0.99999
ST8L32,YO,Southern,17,183,K=2,Cluster2,1e-5
ST9L42,YO,Southern,18,184,K=2,Cluster1,0.99999
ST9L42,YO,Southern,18,184,K=2,Cluster2,1e-5
ST12L22,YO,Southern,19,185,K=2,Cluster1,0.99999
ST12L22,YO,Southern,19,185,K=2,Cluster2,1e-5
ST13L16,YO,Southern,20,186,K=2,Cluster1,0.988535
ST13L16,YO,Southern,20,186,K=2,Cluster2,0.011465
ST15L18,YO,Southern,21,187,K=2,Cluster1,0.99999
ST15L18,YO,Southern,21,187,K=2,Cluster2,1e-5
ST17L19,YO,Southern,22,188,K=2,Cluster1,0.99999
ST17L19,YO,Southern,22,188,K=2,Cluster2,1e-5
ST1L36,YO,Southern,23,189,K=2,Cluster1,0.99999
ST1L36,YO,Southern,23,189,K=2,Cluster2,1e-5
ST3L18,YO,Southern,24,190,K=2,Cluster1,0.99999
ST3L18,YO,Southern,24,190,K=2,Cluster2,1e-5
ST4L14,YO,Southern,25,191,K=2,Cluster1,0.99999
ST4L14,YO,Southern,25,191,K=2,Cluster2,1e-5
ST5L2D5,YO,Southern,26,192,K=2,Cluster1,0.99999
ST5L2D5,YO,Southern,26,192,K=2,Cluster2,1e-5
ST10L20,CP2,Central,1,1,K=3,Cluster1,0.008771
ST10L20,CP2,Central,1,1,K=3,Cluster2,0.991219
ST10L20,CP2,Central,1,1,K=3,Cluster3,1e-5
ST10L27,CP2,Central,2,2,K=3,Cluster1,0.008299
ST10L27,CP2,Central,2,2,K=3,Cluster2,0.991691
ST10L27,CP2,Central,2,2,K=3,Cluster3,1e-5
ST11L6,CP2,Central,3,3,K=3,Cluster1,1e-5
ST11L6,CP2,Central,3,3,K=3,Cluster2,0.99998
ST11L6,CP2,Central,3,3,K=3,Cluster3,1e-5
ST12L23,CP2,Central,4,4,K=3,Cluster1,1e-5
ST12L23,CP2,Central,4,4,K=3,Cluster2,0.99998
ST12L23,CP2,Central,4,4,K=3,Cluster3,1e-5
ST1L3,CP2,Central,6,6,K=3,Cluster1,0.001849
ST1L3,CP2,Central,6,6,K=3,Cluster2,0.998141
ST1L3,CP2,Central,6,6,K=3,Cluster3,1e-5
ST1L43,CP2,Central,7,7,K=3,Cluster1,0.015421
ST1L43,CP2,Central,7,7,K=3,Cluster2,0.957779
ST1L43,CP2,Central,7,7,K=3,Cluster3,0.0268
ST1L47,CP2,Central,8,8,K=3,Cluster1,1e-5
ST1L47,CP2,Central,8,8,K=3,Cluster2,0.99998
ST1L47,CP2,Central,8,8,K=3,Cluster3,1e-5
ST8L28,CP2,Central,9,9,K=3,Cluster1,0.003876
ST8L28,CP2,Central,9,9,K=3,Cluster2,0.996114
ST8L28,CP2,Central,9,9,K=3,Cluster3,1e-5
ST9L35,CP2,Central,10,10,K=3,Cluster1,1.8e-5
ST9L35,CP2,Central,10,10,K=3,Cluster2,0.999972
ST9L35,CP2,Central,10,10,K=3,Cluster3,1e-5
ST9L49,CP2,Central,11,11,K=3,Cluster1,0.009356
ST9L49,CP2,Central,11,11,K=3,Cluster2,0.985497
ST9L49,CP2,Central,11,11,K=3,Cluster3,0.005147
ST11L22,WL,Central,1,12,K=3,Cluster1,1e-5
ST11L22,WL,Central,1,12,K=3,Cluster2,0.98861
ST11L22,WL,Central,1,12,K=3,Cluster3,0.01138
ST12L12,WL,Central,2,13,K=3,Cluster1,1e-5
ST12L12,WL,Central,2,13,K=3,Cluster2,0.99998
ST12L12,WL,Central,2,13,K=3,Cluster3,1e-5
ST13L45,WL,Central,3,14,K=3,Cluster1,6.92e-4
ST13L45,WL,Central,3,14,K=3,Cluster2,0.994407
ST13L45,WL,Central,3,14,K=3,Cluster3,0.004901
ST14L48,WL,Central,4,15,K=3,Cluster1,0.020674
ST14L48,WL,Central,4,15,K=3,Cluster2,0.979316
ST14L48,WL,Central,4,15,K=3,Cluster3,1e-5
ST16L33,WL,Central,5,16,K=3,Cluster1,0.002802
ST16L33,WL,Central,5,16,K=3,Cluster2,0.996004
ST16L33,WL,Central,5,16,K=3,Cluster3,0.001194
ST17L5,WL,Central,6,17,K=3,Cluster1,1e-5
ST17L5,WL,Central,6,17,K=3,Cluster2,0.99998
ST17L5,WL,Central,6,17,K=3,Cluster3,1e-5
ST4L31,WL,Central,7,18,K=3,Cluster1,1e-5
ST4L31,WL,Central,7,18,K=3,Cluster2,0.99998
ST4L31,WL,Central,7,18,K=3,Cluster3,1e-5
ST5L35,WL,Central,8,19,K=3,Cluster1,0.005246
ST5L35,WL,Central,8,19,K=3,Cluster2,0.972414
ST5L35,WL,Central,8,19,K=3,Cluster3,0.02234
ST7L5,WL,Central,9,20,K=3,Cluster1,1e-5
ST7L5,WL,Central,9,20,K=3,Cluster2,0.99998
ST7L5,WL,Central,9,20,K=3,Cluster3,1e-5
