Population	tube_label	no	ID	pop.x	site.x	order	pop_code	rid	mf	pop.y	lf_thickness	postvern_stem_diam	postvern_height	postvern_lngst_lf	postvern_no_lvs	postvern_no_brs	flrd_yn	died_during_drt	site.y	el	lat	long	cwd	ppt	pck	str	tmn	tmx	PC1	PC2	season_length	sla
BH	ST9L12	100	BH-9-1	BH	BH	37	1	33	9	BH	0.16	0.89	1.9	1	12	1	0	0	BH	511.4294422	37.40985	-119.96458	27836.0099372864	17773.9100486152	0	130488.980545044	8.70943090610388	23.5232520348981	-2.93387448061084	1.72441414279779	6.7230255839822	NA
WL2	ST9L14	70	WL2-6-1	WL2	WL	117	15	621	6	WL2	0.29	1.2	5.1	1.7	16	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	17.44117647
WL3	ST9L18	74	WL3-4-2	WL3	WL	118	16	668	4	WL3	0.28	0.87	1.6	1	9	1	0	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
WV	ST9L2	167	WV-2-1	WV	WV	188	17	704	2	WV	0.28	1.52	4.2	1.8	10	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	21.57281553
LV1	ST9L24	187	LV1-19-1	LV1	LV	158	6	243	19	LV1	0.41	1.58	5.3	1.2	12	1	1	0	LV	2593.416641	40.47471	-121.50486	18171.5999898911	54076.7099559326	159001.600194931	108776.607727051	-1.60959350114289	11.1717072935134	2.74277304347449	-0.12843420297134	4.70967741935484	14.50537634
SQ1	ST9L28	96	SQ1-8-1	SQ1	SQ	33	11	418	8	SQ1	0.35	1.3	3.6	2	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
CP2	ST9L35	135	CP2-1-2	CP2	CP2	152	2	81	1	CP2	0.41	1.59	2.6	2	12	1	0	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	11.32520325
DPR	ST9L36	171	DPR-4-1	DPR	DPR	137	3	129	4	DPR	0.28	1.31	7.8	1.6	13	1	1	1	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
LVTR	ST9L39	123	LVTR1.75-1-1	LVTR	LV	143	9	352	1	LVTR	0.45	1.48	4.6	1.5	11	1	0	0	LV	2741.38982	40.47923	-121.50301	18961.0999975204	55907.7400554456	163310.009928703	89835.1786499023	-1.78162603206468	11.0686449877171	2.89464263386527	0.0802162711958168	4.70967741935484	NA
SQ3	ST9L4	102	SQ3-4-1	SQ3	SQ	125	12	464	4	SQ3	0.28	1.68	1.3	1.1	24	10	1	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	19.15625
YO10	ST9L42	71	YO10-4-1	YO10	YO	160	19	770	4	YO10	0.39	1.19	3.6	1.5	8	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	NA
LV2	ST9L44	133	LV2-10-2	LV2	LV	173	7	291	10	LV2	0.39	1.78	4.1	1.5	13	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	13.48888889
SQ3	ST9L47	166	SQ3-10-1	SQ3	SQ	186	12	465	10	SQ3	0.26	2.31	3.1	2	21	8	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	17.36633663
CP2	ST9L49	75	CP2-14-1	CP2	CP2	46	2	82	14	CP2	0.44	1.29	3.6	2.1	12	1	0	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	NA
WL3	ST9L5	121	WL3-1-1	WL3	WL	13	16	666	1	WL3	0.29	1.26	7.3	1.5	24	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	16.3015873
SHA	ST9L50	142	SHA-10 H5 88	SHA	SHA	80	10	810	10	SHA	0.1	1.13	3.8	1.1	5	1	1	0	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	NA
TM2	ST9L6	14	TM2-4-1	TM2	TM2	144	13	497	4	TM2	0.16	1.66	11.1	10.8	11	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	22.33783784
